chr10	9413521	75681262	Ath20	0	+	9413521	75681262	"0,0,0"	3	"1,2,1,"	"0,10994067,66267740,"
chr10	26797957	67821343	me10	0	+	26797957	67821343	"0,0,0"	3	"1,2,1,"	"0,1652108,41023385,"
chr10	45000035	68255809	Ath17	0	+	45000035	68255809	"0,0,255"	2	"1,1,"	"0,23255773,"
chr10	6202049	50788902	Ath11	0	+	6202049	50788902	"0,0,0"	3	"1,2,1,"	"0,14205539,44586852,"
chr10	9160000	23160000	Ath11	0	+	9160000	23160000	"0,0,0"	3	"1,2,1,"	"0,11043863,13999999"
chr10	86301142	104516306	me10-2	0	+	86301142	104516306	"0,0,255"	2	"1,1,"	"0,18215163,"
chr11	19745966	68609504	-	0	+	19745966	68609504	"0,0,0"	3	"1,2,1,"	"0,25529183,48863537,"
chr11	64000000	113000000	Ath19	0	+	64000000	113000000	"0,0,0"	3	"1,2,1,"	"0,40398884,48999999,"
chr11	89927907	108713906	Ath19	0	+	89927907	108713906	"0,0,255"	2	"1,1,"	"0,18785998,"
chr12	27570810	113361762	Ath21	0	+	27570810	113361762	"0,0,0"	3	"1,2,1,"	"0,75424614,85790951,"
chr12	10870733	27065736	Ath6	0	+	10870733	27065736	"0,0,0"	3	"1,2,1,"	"0,5878618,16195002,"
chr12	27570810	35210068	Ath18	0	+	27570810	35210068	"0,0,255"	2	"1,1,"	"0,7639257,"
chr13	40000000	52000000	Ath25	0	+	40000000	52000000	"0,0,0"	3	"1,2,1,"	"0,2683303,11999999,"
chr13	86000000	110000000	Ath32	0	+	86000000	110000000	"0,0,0"	3	"1,2,1,"	"0,6906389,23999999,"
chr14	17000000	91000000	Suggestive	0	+	17000000	91000000	"0,0,0"	3	"1,2,1,"	"0,39000000,73999999,"
chr14	21000000	106000000	Ath36	0	+	21000000	106000000	"0,0,0"	3	"1,2,1,"	"0,52000000,84999999,"
chr14	25856310	71917665	Ath13	0	+	25856310	71917665	"0,0,0"	3	"1,2,1,"	"0,21241614,46061354,"
chr15	67000000	78000000	Ath33	0	+	67000000	78000000	"0,0,0"	3	"1,2,1,"	"0,4152437,10999999,"
chr15	10000000	29000000	Ath22	0	+	10000000	29000000	"0,0,0"	3	"1,2,1,"	"0,10464816,18999999,"
chr17	22000000	28000000	Ath34	0	+	22000000	28000000	"0,0,0"	3	"1,2,1,"	"0,5579594,5999999,"
chr17	33000000	53000000	Ath26	0	+	33000000	53000000	"0,0,0"	3	"1,2,1,"	"0,3360361,19999999,"
chr17	43089482	61294637	me17	0	+	43089482	61294637	"255,0,0"	2	"1,1,"	"0,18205154,"
chr18	17000000	68000000	Suggestive	0	+	17000000	68000000	"0,0,0"	3	"1,2,1,"	"0,36000000,50999999,"
chr18	38000000	56000000	Ath27	0	+	38000000	56000000	"0,0,0"	3	"1,2,1,"	"0,2324813,17999999,"
chr19	35317981	47152941	Ath16	0	+	35317981	47152941	"0,0,0"	3	"1,2,1,"	"0,7120585,11834959,"
